bar_idx,datetime,price,bid_vol,ask_vol,volume,delta,trades,buy_trades,sell_trades,max_one_trade
14415,2026-07-29 10:17:00,4090.3,16,0,16,-16,10,0,0,0
14415,2026-07-29 10:17:00,4090.4,5,0,5,-5,5,0,0,0
14415,2026-07-29 10:17:00,4090.5,1,0,1,-1,1,0,0,0
14415,2026-07-29 10:17:00,4090.6,0,0,2,0,2,0,0,0
14415,2026-07-29 10:17:00,4090.8,2,0,2,-2,2,0,0,0
14416,2026-07-29 10:18:00,4089.2,2,0,2,-2,2,0,0,0
14416,2026-07-29 10:18:00,4089.3,2,0,2,-2,2,0,0,0
14416,2026-07-29 10:18:00,4089.4,2,0,3,-2,3,0,0,0
14416,2026-07-29 10:18:00,4089.6,2,0,2,-2,2,0,0,0
14416,2026-07-29 10:18:00,4089.8,0,8,8,8,7,0,0,0
14416,2026-07-29 10:18:00,4089.9,3,3,6,0,5,0,0,0
14416,2026-07-29 10:18:00,4090.0,5,4,9,-1,7,0,0,0
14416,2026-07-29 10:18:00,4090.1,4,3,7,-1,6,0,0,0
14416,2026-07-29 10:18:00,4090.2,4,3,7,-1,7,0,0,0
14416,2026-07-29 10:18:00,4090.3,23,1,24,-22,9,0,0,0
14416,2026-07-29 10:18:00,4090.4,3,0,3,-3,3,0,0,0
14416,2026-07-29 10:18:00,4090.5,0,3,3,3,3,0,0,0
14416,2026-07-29 10:18:00,4090.6,0,3,3,3,3,0,0,0
14416,2026-07-29 10:18:00,4090.7,0,4,4,4,4,0,0,0
14417,2026-07-29 10:19:00,4089.5,0,0,2,0,2,0,0,0
14417,2026-07-29 10:19:00,4089.6,0,0,2,0,2,0,0,0
14417,2026-07-29 10:19:00,4089.7,1,1,3,0,3,0,0,0
14417,2026-07-29 10:19:00,4089.8,1,0,3,-1,3,0,0,0
14417,2026-07-29 10:19:00,4089.9,0,0,1,0,1,0,0,0
14417,2026-07-29 10:19:00,4090.0,0,0,2,0,1,0,0,0
14417,2026-07-29 10:19:00,4090.1,0,1,2,1,2,0,0,0
14417,2026-07-29 10:19:00,4090.2,0,1,1,1,1,0,0,0
14417,2026-07-29 10:19:00,4090.3,1,3,4,2,3,0,0,0
14417,2026-07-29 10:19:00,4090.4,19,1,21,-18,4,0,0,0
14417,2026-07-29 10:19:00,4091.2,1,2,3,1,3,0,0,0
14417,2026-07-29 10:19:00,4091.4,0,1,1,1,1,0,0,0
14418,2026-07-29 10:20:00,4091.0,1,0,1,-1,1,0,0,0
14418,2026-07-29 10:20:00,4091.1,0,0,1,0,1,0,0,0
14418,2026-07-29 10:20:00,4091.2,1,0,1,-1,1,0,0,0
14418,2026-07-29 10:20:00,4091.3,0,1,1,1,1,0,0,0
14418,2026-07-29 10:20:00,4091.4,1,0,1,-1,1,0,0,0
14418,2026-07-29 10:20:00,4091.5,1,1,2,0,2,0,0,0
