bar_idx,datetime,open,high,low,close,bar_volume,bar_ticks,bid_vol,ask_vol,volume,delta,delta_finish,max_delta,min_delta,cum_delta,trades,buy_trades,sell_trades,max_one_trade,avg_size,avg_buy_size,avg_sell_size,levels,poc_price,poc_volume,open_interest
76,2026-07-02 08:30:00,4145.9,4151.6,4145.9,4150.3,29,25,7,8,29,1,1,1,1,27,25,0,0,0,1.16,0,0,15,4147.6,7,55400
77,2026-07-02 09:00:00,4144.7,4146.1,4139.3,4139.3,19,15,4,1,19,-3,-3,-3,-3,24,15,0,0,0,1.2667,0,0,12,4139.3,6,55400
78,2026-07-02 09:30:00,4139.4,4144.5,4136.3,4138.8,27,26,5,3,27,-2,-2,-2,-2,22,26,0,0,0,1.0385,0,0,22,4139.4,3,55400
79,2026-07-02 10:00:00,4138.0,4140.1,4137.0,4140.1,12,12,0,3,12,3,3,3,3,25,12,0,0,0,1,0,0,9,4137.0,3,55400
80,2026-07-02 10:30:00,4139.2,4139.7,4136.2,4137.1,5,5,2,1,5,-1,-1,-1,-1,24,5,0,0,0,1,0,0,5,4136.2,1,55400
81,2026-07-02 11:00:00,4137.5,4137.6,4130.1,4137.1,30,28,19,5,30,-14,-14,-14,-14,10,28,0,0,0,1.0714,0,0,24,4132.6,3,55400
82,2026-07-02 11:30:00,4138.9,4144.0,4136.2,4138.5,20,20,4,6,20,2,2,2,2,12,20,0,0,0,1,0,0,18,4142.9,2,55400
83,2026-07-02 12:00:00,4137.6,4145.6,4135.0,4136.0,44,40,17,9,44,-8,-8,-8,-8,4,40,0,0,0,1.1,0,0,31,4136.3,5,55400
84,2026-07-02 12:30:00,4138.5,4215.0,4138.5,4191.6,382,307,81,89,382,8,8,8,8,12,307,0,0,0,1.2443,0,0,207,4154.0,31,55400
85,2026-07-02 13:00:00,4192.6,4203.7,4183.3,4187.2,140,123,50,26,140,-24,-24,-24,-24,-12,123,0,0,0,1.1382,0,0,86,4197.6,6,55400
86,2026-07-02 13:30:00,4187.0,4218.0,4184.3,4212.1,121,115,29,36,121,7,7,7,7,-5,115,0,0,0,1.0522,0,0,87,4200.0,5,55400
87,2026-07-02 14:00:00,4210.9,4212.3,4189.0,4189.0,103,96,27,34,103,7,7,7,7,2,96,0,0,0,1.0729,0,0,71,4203.1,10,53629
88,2026-07-02 14:30:00,4189.0,4203.7,4189.0,4203.0,90,83,26,30,90,4,4,4,4,6,83,0,0,0,1.0843,0,0,51,4197.1,8,53629
89,2026-07-02 15:00:00,4200.4,4205.1,4190.0,4199.1,109,79,17,22,109,5,5,5,5,11,79,0,0,0,1.3797,0,0,52,4197.0,41,53629
90,2026-07-02 15:30:00,4198.7,4205.1,4198.7,4200.4,24,23,4,12,24,8,8,8,8,19,23,0,0,0,1.0435,0,0,18,4199.9,6,53629
91,2026-07-02 16:00:00,4199.0,4199.5,4189.8,4189.8,37,30,11,7,37,-4,-4,-4,-4,15,30,0,0,0,1.2333,0,0,22,4189.9,4,53629
92,2026-07-02 16:30:00,4187.1,4193.4,4174.0,4192.1,118,103,50,23,118,-27,-27,-27,-27,-12,103,0,0,0,1.1456,0,0,78,4179.9,6,53629
93,2026-07-02 17:00:00,4191.8,4194.0,4185.2,4186.8,247,177,49,38,247,-11,-11,-11,-11,-11,177,0,0,0,1.3955,0,0,61,4186.4,21,53629
94,2026-07-02 17:30:00,4186.8,4188.0,4180.2,4180.3,52,51,12,10,52,-2,-2,-2,-2,-13,51,0,0,0,1.0196,0,0,32,4181.5,6,53629
95,2026-07-02 18:00:00,4180.2,4196.0,4179.9,4195.5,110,77,30,34,110,4,4,4,4,-9,77,0,0,0,1.4286,0,0,46,4195.8,20,53629
96,2026-07-02 18:30:00,4197.5,4200.9,4194.2,4196.1,41,39,4,9,41,5,5,5,5,-4,39,0,0,0,1.0513,0,0,30,4198.1,5,53629
97,2026-07-02 19:00:00,4197.3,4197.3,4182.6,4186.9,54,39,5,8,54,3,3,3,3,-1,39,0,0,0,1.3846,0,0,31,4196.7,18,53629
98,2026-07-02 19:30:00,4185.9,4197.5,4185.4,4194.6,84,79,21,9,84,-12,-12,-12,-12,-13,79,0,0,0,1.0633,0,0,46,4186.3,4,53629
99,2026-07-02 20:00:00,4194.6,4198.9,4190.7,4197.6,41,31,22,9,41,-13,-13,-13,-13,-26,31,0,0,0,1.3226,0,0,26,4193.9,5,53629
100,2026-07-02 20:30:00,4197.9,4197.9,4197.9,4197.9,1,1,0,0,1,0,0,0,0,-26,1,0,0,0,1,0,0,1,4197.9,1,53629
101,2026-07-02 22:00:00,4198.1,4200.4,4197.3,4197.7,6,6,2,3,6,1,1,1,1,-25,6,0,0,0,1,0,0,6,4197.3,1,53629
102,2026-07-02 22:30:00,4198.6,4198.7,4198.0,4198.0,6,6,1,1,6,0,0,0,0,-25,6,0,0,0,1,0,0,5,4198.1,2,53629
103,2026-07-02 23:00:00,4198.4,4200.0,4198.4,4199.0,5,5,1,0,5,-1,-1,-1,-1,-26,5,0,0,0,1,0,0,3,4199.0,2,53629
104,2026-07-02 23:30:00,4207.7,4207.7,4199.1,4200.6,16,16,5,4,16,-1,-1,-1,-1,-27,16,0,0,0,1,0,0,13,4204.9,2,53629
105,2026-07-03 00:00:00,4200.0,4212.8,4199.8,4212.8,32,22,4,5,32,1,1,1,1,-26,22,0,0,0,1.4545,0,0,15,4207.3,17,53629
106,2026-07-03 00:30:00,4212.0,4223.9,4206.9,4220.9,40,29,8,13,40,5,5,5,5,-21,29,0,0,0,1.3793,0,0,22,4208.0,13,56998
107,2026-07-03 01:00:00,4221.4,4266.6,4221.0,4262.0,84,77,24,28,84,4,4,4,4,-17,77,0,0,0,1.0909,0,0,66,4231.9,8,56998
108,2026-07-03 01:30:00,4262.0,4269.9,4250.0,4255.9,72,57,19,22,72,3,3,3,3,-14,57,0,0,0,1.2632,0,0,42,4269.9,10,56998
109,2026-07-03 02:00:00,4254.2,4254.2,4251.5,4252.7,8,8,2,2,8,0,0,0,0,-14,8,0,0,0,1,0,0,6,4252.7,3,56998
110,2026-07-03 02:30:00,4255.5,4260.8,4254.2,4260.0,25,19,9,7,25,-2,-2,-2,-2,-16,19,0,0,0,1.3158,0,0,17,4260.0,5,56998
111,2026-07-03 03:00:00,4256.0,4258.3,4254.2,4257.1,27,18,13,11,27,-2,-2,-2,-2,-18,18,0,0,0,1.5,0,0,13,4255.0,7,56998
112,2026-07-03 03:30:00,4256.7,4256.7,4251.1,4251.2,33,18,2,4,33,2,2,2,2,-16,18,0,0,0,1.8333,0,0,9,4251.2,25,56998
113,2026-07-03 04:00:00,4251.1,4255.3,4251.1,4253.5,8,7,2,2,8,0,0,0,0,-16,7,0,0,0,1.1429,0,0,7,4251.1,2,56998
114,2026-07-03 04:30:00,4251.7,4252.5,4249.2,4252.5,18,18,4,6,18,2,2,2,2,-14,18,0,0,0,1,0,0,12,4249.5,3,56998
115,2026-07-03 05:00:00,4252.6,4254.3,4248.1,4250.4,14,11,5,4,14,-1,-1,-1,-1,-15,11,0,0,0,1.2727,0,0,11,4254.1,3,56998
116,2026-07-03 05:30:00,4250.5,4254.6,4245.0,4245.0,13,13,7,4,13,-3,-3,-3,-3,-18,13,0,0,0,1,0,0,11,4249.1,2,56998
